indicator,date,city,region,cases
Recoveries,2020-10-03,Az Zulfi,Ar Riyad,3
Recoveries,2020-10-03,Tabalah,Aseer,1
Recoveries,2020-10-03,Ash Shamli,Hail,1
Recoveries,2020-10-03,Duruma,Ar Riyad,1
Recoveries,2020-10-03,Al ʻUla,Al Madinah Al Munawwarah,3
Recoveries,2020-10-03,Rafha,Northern Borders,1
Recoveries,2020-10-03,Hafar Al Batin,Eastern Region,7
Recoveries,2020-10-03,Al ʻIs,Al Madinah Al Munawwarah,3
Recoveries,2020-10-03,Wadi Ad Dawasir,Ar Riyad,3
Recoveries,2020-10-04,Al Sho'Bah,Northern Borders,1
Recoveries,2020-10-04,Badr Al Janub,Najran,2
Recoveries,2020-10-04,At TaʼIf,Makkah Al Mukarramah,4
Recoveries,2020-10-04,Khamis Mushayt,Aseer,11
Recoveries,2020-10-04,ʻAfif,Ar Riyad,1
Recoveries,2020-10-04,Al Hufuf,Eastern Region,24
Recoveries,2020-10-04,Abu ʻArish,Jazan,1
Recoveries,2020-10-04,Yanbuʻ,Al Madinah Al Munawwarah,16
Recoveries,2020-10-04,Mulayjah,Eastern Region,5
Recoveries,2020-10-04,Ad͟H D͟Hahran,Eastern Region,7
Recoveries,2020-10-04,Ash Shamli,Hail,1
Recoveries,2020-10-04,Al Ghat,Ar Riyad,1
Recoveries,2020-10-04,Al Muwayh,Makkah Al Mukarramah,1
Recoveries,2020-10-04,Khaybar,Al Madinah Al Munawwarah,1
Recoveries,2020-10-04,Sharurah,Najran,1
Recoveries,2020-10-04,D͟Hahran Al Janub,Aseer,7
Recoveries,2020-10-04,Al ʻIs,Al Madinah Al Munawwarah,1
Recoveries,2020-10-04,Fayfa,Jazan,1
Recoveries,2020-10-04,Ras Tannurah,Eastern Region,2
Recoveries,2020-10-05,Tabuk,Tabuk,1
Recoveries,2020-10-05,ʻArʻAr,Northern Borders,5
Recoveries,2020-10-05,Buraydah,Al Qaseem,8
Recoveries,2020-10-05,Makkah Al Mukarramah,Makkah Al Mukarramah,24
Recoveries,2020-10-05,Abha,Aseer,19
Recoveries,2020-10-05,Jazan,Jazan,5
Recoveries,2020-10-05,Najran,Najran,2
Recoveries,2020-10-05,Bishah,Aseer,1
Recoveries,2020-10-05,Ad Duwadimi,Ar Riyad,1
Recoveries,2020-10-05,Yanbuʻ,Al Madinah Al Munawwarah,35
Recoveries,2020-10-05,Ad͟H D͟Hahran,Eastern Region,19
Recoveries,2020-10-05,Buqayq,Eastern Region,7
Recoveries,2020-10-05,Al Bijadiyyah,Ar Riyad,1
Recoveries,2020-10-05,Al ʻUyun,Eastern Region,2
Recoveries,2020-10-05,Al Qunfudhah,Makkah Al Mukarramah,1
Recoveries,2020-10-05,Tumayr,Ar Riyad,2
Recoveries,2020-10-05,An NuʻAyriyyah,Eastern Region,2
Recoveries,2020-10-05,Al ʻIs,Al Madinah Al Munawwarah,2
Recoveries,2020-10-05,Al Jafr,Eastern Region,3
Recoveries,2020-10-06,Al Sho'Bah,Northern Borders,3
Recoveries,2020-10-06,Hawtat Sudayr,Ar Riyad,1
Recoveries,2020-10-06,HaʼIl,Hail,24
Recoveries,2020-10-06,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,118
Recoveries,2020-10-06,At TaʼIf,Makkah Al Mukarramah,10
Recoveries,2020-10-06,Abha,Aseer,7
Recoveries,2020-10-06,ʻAfif,Ar Riyad,2
Recoveries,2020-10-06,Ad Dammam,Eastern Region,24
Recoveries,2020-10-06,Al Khubar,Eastern Region,6
Recoveries,2020-10-06,Al Hufuf,Eastern Region,11
Recoveries,2020-10-06,Ar Riyad,Ar Riyad,43
Recoveries,2020-10-06,Abu ʻArish,Jazan,1
Recoveries,2020-10-06,Ar Rass,Al Qaseem,1
Recoveries,2020-10-06,Duruma,Ar Riyad,1
Recoveries,2020-10-06,Al Qunfudhah,Makkah Al Mukarramah,1
Recoveries,2020-10-06,Al Muzahimiyyah,Ar Riyad,2
Recoveries,2020-10-06,Wadi Al Fara,Al Madinah Al Munawwarah,2
Recoveries,2020-10-06,Adam,Makkah Al Mukarramah,1
Recoveries,2020-10-06,Al Hamnah,Al Madinah Al Munawwarah,1
Recoveries,2020-10-06,Wadi Ad Dawasir,Ar Riyad,1
Recoveries,2020-10-07,Al Quwarah,Al Qaseem,1
Recoveries,2020-10-07,Al ʻIdabi,Jazan,1
Recoveries,2020-10-07,ʻArʻAr,Northern Borders,6
Recoveries,2020-10-07,Jazan,Jazan,3
Recoveries,2020-10-07,Najran,Najran,13
Recoveries,2020-10-07,Ad Dammam,Eastern Region,21
Recoveries,2020-10-07,Al Khurmah,Makkah Al Mukarramah,1
Recoveries,2020-10-07,Al Mikhwah,Al Bahah,8
Recoveries,2020-10-07,Biljurashi,Al Bahah,20
Recoveries,2020-10-07,Hafar Al Batin,Eastern Region,8
Recoveries,2020-10-07,Billasmar,Aseer,3
Recoveries,2020-10-08,Khubash,Najran,2
Recoveries,2020-10-08,Al Quwarah,Al Qaseem,1
Recoveries,2020-10-08,Al Harajah,Aseer,2
Recoveries,2020-10-08,ʻUrayʻIrah,Eastern Region,1
Recoveries,2020-10-08,Makkah Al Mukarramah,Makkah Al Mukarramah,29
Recoveries,2020-10-08,At TaʼIf,Makkah Al Mukarramah,7
Recoveries,2020-10-08,Jazan,Jazan,12
Recoveries,2020-10-08,ʻAfif,Ar Riyad,5
Recoveries,2020-10-08,Al MajmaʻAh,Ar Riyad,2
Recoveries,2020-10-08,Al Khubar,Eastern Region,6
Recoveries,2020-10-08,Ar Riyad,Ar Riyad,31
Recoveries,2020-10-08,Yanbuʻ,Al Madinah Al Munawwarah,29
Recoveries,2020-10-08,Turayf,Northern Borders,1
Recoveries,2020-10-08,Sarat ʻAbidah,Aseer,3
Recoveries,2020-10-08,Al Jubayl,Eastern Region,12
Recoveries,2020-10-08,Al Mandaq,Al Bahah,3
Recoveries,2020-10-08,Riyad Al Khabraʼ,Al Qaseem,1
Recoveries,2020-10-08,Al Hinakiyyah,Al Madinah Al Munawwarah,1
Recoveries,2020-10-08,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,2
Recoveries,2020-10-08,D͟Hahran Al Janub,Aseer,1
Recoveries,2020-10-08,Samtah,Jazan,1
Recoveries,2020-10-08,Turuba,Makkah Al Mukarramah,1
Recoveries,2020-10-08,Al Kharj,Ar Riyad,3
Recoveries,2020-10-08,Al Harth,Jazan,1
Recoveries,2020-10-08,Adam,Makkah Al Mukarramah,2
Recoveries,2020-10-08,Ras Tannurah,Eastern Region,3
Recoveries,2020-10-08,Al Farshah,Aseer,1
Recoveries,2020-10-09,Makkah Al Mukarramah,Makkah Al Mukarramah,40
Recoveries,2020-10-09,Ad Dammam,Eastern Region,13
Recoveries,2020-10-09,Al Hufuf,Eastern Region,24
Recoveries,2020-10-09,Jeddah,Makkah Al Mukarramah,2
Recoveries,2020-10-09,Ar Riyad,Ar Riyad,40
Recoveries,2020-10-09,Ad Duwadimi,Ar Riyad,1
Recoveries,2020-10-09,Sarat ʻAbidah,Aseer,1
Recoveries,2020-10-09,Al Qahmah,Aseer,4
Recoveries,2020-10-09,Al Qurayyat,Al Jawf,1
Recoveries,2020-10-09,Dariyyah,Al Qaseem,1
Recoveries,2020-10-09,Al Mikhwah,Al Bahah,6
Recoveries,2020-10-09,Riyad Al Khabraʼ,Al Qaseem,1
Recoveries,2020-10-09,Safwá,Eastern Region,1
Recoveries,2020-10-09,Al Bukayriyyah,Al Qaseem,2
Recoveries,2020-10-09,An NuʻAyriyyah,Eastern Region,8
Recoveries,2020-10-09,Al Kharj,Ar Riyad,1
Recoveries,2020-10-09,Wadi Al Fara,Al Madinah Al Munawwarah,3
Recoveries,2020-10-09,Al Hamnah,Al Madinah Al Munawwarah,1
Recoveries,2020-10-09,Wadi Ad Dawasir,Ar Riyad,14
Recoveries,2020-10-10,Al Maddah,Aseer,1
Recoveries,2020-10-10,Tabuk,Tabuk,2
Recoveries,2020-10-10,Abha,Aseer,15
Recoveries,2020-10-10,Ar Riyad,Ar Riyad,13
Recoveries,2020-10-10,Sarat ʻAbidah,Aseer,4
Recoveries,2020-10-10,Ash Shamli,Hail,2
Recoveries,2020-10-10,Riyad Al Khabraʼ,Al Qaseem,1
Recoveries,2020-10-10,Al Hinakiyyah,Al Madinah Al Munawwarah,1
Recoveries,2020-10-10,Al ʻUla,Al Madinah Al Munawwarah,1
Recoveries,2020-10-10,Al Midhnab,Al Qaseem,1
Recoveries,2020-10-10,Al Mud͟Haylif,Makkah Al Mukarramah,1
Recoveries,2020-10-10,Al Hajrah,Al Bahah,5
Recoveries,2020-10-10,Adam,Makkah Al Mukarramah,1
Recoveries,2020-10-10,Wadi Ad Dawasir,Ar Riyad,5
Recoveries,2020-10-11,Al Asyah,Al Qaseem,1
Recoveries,2020-10-11,Buraydah,Al Qaseem,2
Recoveries,2020-10-11,At TaʼIf,Makkah Al Mukarramah,2
Recoveries,2020-10-11,Abha,Aseer,10
Recoveries,2020-10-11,Jazan,Jazan,6
Recoveries,2020-10-11,Ar Riyad,Ar Riyad,40
Recoveries,2020-10-11,Abu ʻArish,Jazan,1
Recoveries,2020-10-11,Yanbuʻ,Al Madinah Al Munawwarah,1
Recoveries,2020-10-11,Ad͟H D͟Hahran,Eastern Region,5
Recoveries,2020-10-11,Numarah,Makkah Al Mukarramah,1
Recoveries,2020-10-11,Al Kamil,Makkah Al Mukarramah,1
Recoveries,2020-10-11,D͟Halm,Makkah Al Mukarramah,1
Recoveries,2020-10-11,D͟Hahran Al Janub,Aseer,5
Recoveries,2020-10-11,Umlujj,Tabuk,1
Recoveries,2020-10-11,Al Muzahimiyyah,Ar Riyad,1
Recoveries,2020-10-11,Wadi Ad Dawasir,Ar Riyad,3
Recoveries,2020-10-11,Al Mubarraz,Eastern Region,36
Recoveries,2020-10-12,Al Sho'Bah,Northern Borders,1
Recoveries,2020-10-12,Rafa'I' Al Jamsh,Ar Riyad,2
Recoveries,2020-10-12,Hawtat Sudayr,Ar Riyad,1
Recoveries,2020-10-12,Buraydah,Al Qaseem,3
Recoveries,2020-10-12,Jazan,Jazan,20
Recoveries,2020-10-12,ʻAfif,Ar Riyad,1
Recoveries,2020-10-12,Al Hufuf,Eastern Region,12
Recoveries,2020-10-12,ʻUnayzah,Al Qaseem,2
Recoveries,2020-10-12,Ad͟H D͟Hahran,Eastern Region,23
Recoveries,2020-10-12,Al Qurayyat,Al Jawf,3
Recoveries,2020-10-12,Biljurashi,Al Bahah,3
Recoveries,2020-10-12,Taymaʼ,Tabuk,1
Recoveries,2020-10-12,Hafar Al Batin,Eastern Region,2
Recoveries,2020-10-12,Al Khafji,Eastern Region,8
Recoveries,2020-10-12,Al Kharj,Ar Riyad,1
Recoveries,2020-10-12,Ar Rayth,Jazan,1
Recoveries,2020-10-12,Rijal Al Ma,Aseer,1
Recoveries,2020-10-13,Al Sho'Bah,Northern Borders,1
Recoveries,2020-10-13,Buraydah,Al Qaseem,2
Recoveries,2020-10-13,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,110
Recoveries,2020-10-13,Abha,Aseer,6
Recoveries,2020-10-13,Al MajmaʻAh,Ar Riyad,8
Recoveries,2020-10-13,Ad Dilam,Ar Riyad,1
Recoveries,2020-10-13,Yanbuʻ,Al Madinah Al Munawwarah,54
Recoveries,2020-10-13,Al Kamil,Makkah Al Mukarramah,3
Recoveries,2020-10-13,Al Mikhwah,Al Bahah,1
Recoveries,2020-10-13,Hawtat Bani Tamim,Ar Riyad,4
Recoveries,2020-10-13,Samtah,Jazan,1
Recoveries,2020-10-13,Biljurashi,Al Bahah,2
Recoveries,2020-10-13,Al ʻAqiq,Al Bahah,3
Recoveries,2020-10-13,Wadi Ad Dawasir,Ar Riyad,12
Recoveries,2020-10-14,Rafa'I' Al Jamsh,Ar Riyad,3
Recoveries,2020-10-14,Bariq,Aseer,1
Recoveries,2020-10-14,Al ʻIdabi,Jazan,1
Recoveries,2020-10-14,Ahad Rifaydah,Aseer,1
Recoveries,2020-10-14,Buraydah,Al Qaseem,3
Recoveries,2020-10-14,At TaʼIf,Makkah Al Mukarramah,5
Recoveries,2020-10-14,ʻAfif,Ar Riyad,2
Recoveries,2020-10-14,Jeddah,Makkah Al Mukarramah,14
Recoveries,2020-10-14,Sarat ʻAbidah,Aseer,2
Recoveries,2020-10-14,ʻUnayzah,Al Qaseem,1
Recoveries,2020-10-14,Yadamah,Najran,3
Recoveries,2020-10-14,Al Hinakiyyah,Al Madinah Al Munawwarah,1
Recoveries,2020-10-14,Al Muwayh,Makkah Al Mukarramah,3
Recoveries,2020-10-14,Hawtat Bani Tamim,Ar Riyad,4
Recoveries,2020-10-14,Al Bukayriyyah,Al Qaseem,1
Recoveries,2020-10-14,Al Qara,Al Bahah,1
Recoveries,2020-10-14,Wadi Al Fara,Al Madinah Al Munawwarah,1
Recoveries,2020-10-15,Al Harajah,Aseer,1
Recoveries,2020-10-15,An Nabhaniyyah,Al Qaseem,1
Recoveries,2020-10-15,Khamis Mushayt,Aseer,14
Recoveries,2020-10-15,Al Khubar,Eastern Region,4
Recoveries,2020-10-15,Sarat ʻAbidah,Aseer,10
Recoveries,2020-10-15,ʻUyun Al Jiwaʼ,Al Qaseem,2
Recoveries,2020-10-15,Riyad Al Khabraʼ,Al Qaseem,5
Recoveries,2020-10-15,Al Hinakiyyah,Al Madinah Al Munawwarah,2
Recoveries,2020-10-15,Huraymilaʼ,Ar Riyad,1
Recoveries,2020-10-15,Al Majardah,Aseer,1
Recoveries,2020-10-15,An NuʻAyriyyah,Eastern Region,3
Recoveries,2020-10-15,Al ʻIs,Al Madinah Al Munawwarah,1
Recoveries,2020-10-15,Al Kharj,Ar Riyad,11
Recoveries,2020-10-15,Al Mubarraz,Eastern Region,12
Recoveries,2020-10-16,Bariq,Aseer,1
Recoveries,2020-10-16,Al Hufuf,Eastern Region,16
Recoveries,2020-10-16,Jeddah,Makkah Al Mukarramah,28
Recoveries,2020-10-16,Sarat ʻAbidah,Aseer,2
Recoveries,2020-10-16,Az Zulfi,Ar Riyad,2
Recoveries,2020-10-16,ʻUnayzah,Al Qaseem,1
Recoveries,2020-10-16,Yadamah,Najran,1
Recoveries,2020-10-16,Al Muwayh,Makkah Al Mukarramah,1
Recoveries,2020-10-16,BaqʻAʼ,Hail,1
Recoveries,2020-10-16,Rijal Al Ma,Aseer,2
Recoveries,2020-10-16,Qaryat Al 'Ulya,Eastern Region,2
Recoveries,2020-10-17,An Nabhaniyyah,Al Qaseem,1
Recoveries,2020-10-17,ʻArʻAr,Northern Borders,2
Recoveries,2020-10-17,HaʼIl,Hail,1
Recoveries,2020-10-17,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,73
Recoveries,2020-10-17,At TaʼIf,Makkah Al Mukarramah,1
Recoveries,2020-10-17,Al Bahah,Al Bahah,1
Recoveries,2020-10-17,Al Hufuf,Eastern Region,14
Recoveries,2020-10-17,Al Bukayriyyah,Al Qaseem,8
Recoveries,2020-10-17,Bani Hasan,Al Bahah,5
Recoveries,2020-10-18,Al Khasirah,Ar Riyad,1
Recoveries,2020-10-18,At TaʼIf,Makkah Al Mukarramah,4
Recoveries,2020-10-18,Jazan,Jazan,12
Recoveries,2020-10-18,Al Jubayl,Eastern Region,2
Recoveries,2020-10-18,Khaybar,Al Madinah Al Munawwarah,1
Recoveries,2020-10-18,Sharurah,Najran,1
Recoveries,2020-10-18,Baysh,Jazan,1
Recoveries,2020-10-18,Al Qunfudhah,Makkah Al Mukarramah,1
Recoveries,2020-10-18,Al ʻIs,Al Madinah Al Munawwarah,2
Recoveries,2020-10-18,Al Kharj,Ar Riyad,3
Recoveries,2020-10-18,Wadi Ad Dawasir,Ar Riyad,6
Recoveries,2020-10-19,Al Harajah,Aseer,1
Recoveries,2020-10-19,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,87
Recoveries,2020-10-19,Najran,Najran,5
Recoveries,2020-10-19,Al MajmaʻAh,Ar Riyad,6
Recoveries,2020-10-19,Ad Dammam,Eastern Region,25
Recoveries,2020-10-19,Al Hufuf,Eastern Region,12
Recoveries,2020-10-19,Yanbuʻ,Al Madinah Al Munawwarah,45
Recoveries,2020-10-19,Al Qatif,Eastern Region,4
Recoveries,2020-10-19,Ranyah,Makkah Al Mukarramah,1
Recoveries,2020-10-19,Al Bijadiyyah,Ar Riyad,1
Recoveries,2020-10-19,Wadi Ad Dawasir,Ar Riyad,7
Recoveries,2020-10-20,Yanbuʻ,Al Madinah Al Munawwarah,17
Recoveries,2020-10-20,ʻUnayzah,Al Qaseem,1
Recoveries,2020-10-20,Al Mikhwah,Al Bahah,5
Recoveries,2020-10-20,Safwá,Eastern Region,3
Recoveries,2020-10-20,Khaybar,Al Madinah Al Munawwarah,2
Recoveries,2020-10-20,Al ʻUla,Al Madinah Al Munawwarah,1
Recoveries,2020-10-20,Ras Tannurah,Eastern Region,3
Recoveries,2020-10-20,Billasmar,Aseer,3
Recoveries,2020-10-21,Jazan,Jazan,10
Recoveries,2020-10-21,Al Hufuf,Eastern Region,21
Recoveries,2020-10-21,Jeddah,Makkah Al Mukarramah,4
Recoveries,2020-10-21,Ad Dilam,Ar Riyad,3
Recoveries,2020-10-21,Bishah,Aseer,1
Recoveries,2020-10-21,Sarat ʻAbidah,Aseer,6
Recoveries,2020-10-21,Az Zulfi,Ar Riyad,2
Recoveries,2020-10-21,ʻUnayzah,Al Qaseem,4
Recoveries,2020-10-21,Mahayil,Aseer,4
Recoveries,2020-10-21,Al Kamil,Makkah Al Mukarramah,2
Recoveries,2020-10-21,An Namas,Aseer,3
Recoveries,2020-10-21,Al Khafji,Eastern Region,2
Recoveries,2020-10-21,Al ʻIs,Al Madinah Al Munawwarah,6
Recoveries,2020-10-21,Rijal Al Ma,Aseer,3
Recoveries,2020-10-21,Qaryat Al 'Ulya,Eastern Region,2
Recoveries,2020-10-21,Billasmar,Aseer,2
Recoveries,2020-10-22,Buraydah,Al Qaseem,8
Recoveries,2020-10-22,Ar Riyad,Ar Riyad,50
Recoveries,2020-10-22,Al Mandaq,Al Bahah,1
Recoveries,2020-10-22,Duruma,Ar Riyad,2
Recoveries,2020-10-22,Al Khafji,Eastern Region,5
Recoveries,2020-10-22,Wadi Ad Dawasir,Ar Riyad,2
Recoveries,2020-10-22,Al Mubarraz,Eastern Region,20
Recoveries,2020-10-23,Al Quwarah,Al Qaseem,2
Recoveries,2020-10-23,HaʼIl,Hail,11
Recoveries,2020-10-23,Buraydah,Al Qaseem,7
Recoveries,2020-10-23,Makkah Al Mukarramah,Makkah Al Mukarramah,28
Recoveries,2020-10-23,At TaʼIf,Makkah Al Mukarramah,1
Recoveries,2020-10-23,Khamis Mushayt,Aseer,16
Recoveries,2020-10-23,Al MajmaʻAh,Ar Riyad,2
Recoveries,2020-10-23,Ad Dammam,Eastern Region,19
Recoveries,2020-10-23,Az Zulfi,Ar Riyad,2
Recoveries,2020-10-23,Ad͟H D͟Hahran,Eastern Region,2
Recoveries,2020-10-23,Hawtat Bani Tamim,Ar Riyad,2
Recoveries,2020-10-23,Baysh,Jazan,1
Recoveries,2020-10-23,Al Qunfudhah,Makkah Al Mukarramah,2
Recoveries,2020-10-23,Al ʻAqiq,Al Bahah,8
Recoveries,2020-10-23,Bani Hasan,Al Bahah,5
Recoveries,2020-10-23,Ras Tannurah,Eastern Region,1
Recoveries,2020-10-23,Billasmar,Aseer,3
Recoveries,2020-10-24,Mawqaq,Hail,1
Recoveries,2020-10-24,Al Asyah,Al Qaseem,3
Recoveries,2020-10-24,Khubash,Najran,1
Recoveries,2020-10-24,Tabuk,Tabuk,2
Recoveries,2020-10-24,HaʼIl,Hail,8
Recoveries,2020-10-24,Buraydah,Al Qaseem,2
Recoveries,2020-10-24,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,87
Recoveries,2020-10-24,Makkah Al Mukarramah,Makkah Al Mukarramah,47
Recoveries,2020-10-24,Jeddah,Makkah Al Mukarramah,3
Recoveries,2020-10-24,Sharurah,Najran,1
Recoveries,2020-10-24,Turuba,Makkah Al Mukarramah,1
Recoveries,2020-10-24,Hafar Al Batin,Eastern Region,2
Recoveries,2020-10-24,Al ʻIs,Al Madinah Al Munawwarah,2
Recoveries,2020-10-24,Qaryat Al 'Ulya,Eastern Region,5
Recoveries,2020-10-25,Al Asyah,Al Qaseem,1
Recoveries,2020-10-25,Al Bahah,Al Bahah,4
Recoveries,2020-10-25,Najran,Najran,9
Recoveries,2020-10-25,ʻAfif,Ar Riyad,1
Recoveries,2020-10-25,Al MajmaʻAh,Ar Riyad,3
Recoveries,2020-10-25,Al Hufuf,Eastern Region,4
Recoveries,2020-10-25,Yanbuʻ,Al Madinah Al Munawwarah,33
Recoveries,2020-10-25,ʻUnayzah,Al Qaseem,5
Recoveries,2020-10-25,Al Qahmah,Aseer,1
Recoveries,2020-10-25,Al BadaʼIʻ,Al Qaseem,3
Recoveries,2020-10-25,Al ʻUyun,Eastern Region,1
Recoveries,2020-10-25,Sharurah,Najran,2
Recoveries,2020-10-25,Tathlith,Aseer,1
Recoveries,2020-10-25,Al ʻAqiq,Al Bahah,3
Recoveries,2020-10-25,Al Khafji,Eastern Region,4
Recoveries,2020-10-26,Al Asyah,Al Qaseem,4
Recoveries,2020-10-26,Ahad Rifaydah,Aseer,4
Recoveries,2020-10-26,Tabuk,Tabuk,2
Recoveries,2020-10-26,Buraydah,Al Qaseem,10
Recoveries,2020-10-26,Makkah Al Mukarramah,Makkah Al Mukarramah,44
Recoveries,2020-10-26,Khamis Mushayt,Aseer,19
Recoveries,2020-10-26,Al Jubayl,Eastern Region,1
Recoveries,2020-10-26,Al Qatif,Eastern Region,6
Recoveries,2020-10-26,Mahayil,Aseer,3
Recoveries,2020-10-26,Tabalah,Aseer,1
Recoveries,2020-10-26,ʻUyun Al Jiwaʼ,Al Qaseem,4
Recoveries,2020-10-26,Duruma,Ar Riyad,4
Recoveries,2020-10-26,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,2
Recoveries,2020-10-26,Qilwah,Al Bahah,1
Recoveries,2020-10-26,Hawtat Bani Tamim,Ar Riyad,3
Recoveries,2020-10-26,Al ʻUla,Al Madinah Al Munawwarah,7
Recoveries,2020-10-26,Adam,Makkah Al Mukarramah,2
Recoveries,2020-10-27,Mawqaq,Hail,1
Recoveries,2020-10-27,ʻUqlat As Suqur,Al Qaseem,1
Recoveries,2020-10-27,At TaʼIf,Makkah Al Mukarramah,5
Recoveries,2020-10-27,Al Hufuf,Eastern Region,13
Recoveries,2020-10-27,Al Khurmah,Makkah Al Mukarramah,2
Recoveries,2020-10-27,Al Wajh,Tabuk,1
Recoveries,2020-10-27,Al Muzahimiyyah,Ar Riyad,3
Recoveries,2020-10-27,Fayfa,Jazan,1
Recoveries,2020-10-28,Al Quwarah,Al Qaseem,1
Recoveries,2020-10-28,Bariq,Aseer,2
Recoveries,2020-10-28,Tabuk,Tabuk,1
Recoveries,2020-10-28,HaʼIl,Hail,7
Recoveries,2020-10-28,Buraydah,Al Qaseem,5
Recoveries,2020-10-28,At TaʼIf,Makkah Al Mukarramah,3
Recoveries,2020-10-28,ʻUnayzah,Al Qaseem,3
Recoveries,2020-10-28,Biljurashi,Al Bahah,1
Recoveries,2020-10-28,Al Muzahimiyyah,Ar Riyad,3
Recoveries,2020-10-28,Wadi Al Fara,Al Madinah Al Munawwarah,1
Recoveries,2020-10-29,Najran,Najran,4
Recoveries,2020-10-29,Mulayjah,Eastern Region,1
Recoveries,2020-10-29,Al Mandaq,Al Bahah,2
Recoveries,2020-10-29,ʻUyun Al Jiwaʼ,Al Qaseem,2
Recoveries,2020-10-29,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,2
Recoveries,2020-10-29,Khaybar,Al Madinah Al Munawwarah,14
Recoveries,2020-10-29,Al ʻAqiq,Al Bahah,1
Recoveries,2020-10-29,Rafha,Northern Borders,2
Recoveries,2020-10-29,Hafar Al Batin,Eastern Region,1
Recoveries,2020-10-29,An NuʻAyriyyah,Eastern Region,1
Recoveries,2020-10-29,Wadi Al Fara,Al Madinah Al Munawwarah,1
Recoveries,2020-10-29,Billasmar,Aseer,1
Recoveries,2020-10-30,Al Sho'Bah,Northern Borders,1
Recoveries,2020-10-30,Al Asyah,Al Qaseem,6
Recoveries,2020-10-30,Khamis Mushayt,Aseer,28
Recoveries,2020-10-30,ʻAfif,Ar Riyad,2
Recoveries,2020-10-30,Al Jubayl,Eastern Region,3
Recoveries,2020-10-30,Ad͟H D͟Hahran,Eastern Region,4
Recoveries,2020-10-30,Mahayil,Aseer,1
Recoveries,2020-10-30,Al Kamil,Makkah Al Mukarramah,3
Recoveries,2020-10-30,Khaybar,Al Madinah Al Munawwarah,3
Recoveries,2020-10-30,Al Midhnab,Al Qaseem,4
Recoveries,2020-10-30,Al ʻIs,Al Madinah Al Munawwarah,2
Recoveries,2020-10-30,Ras Tannurah,Eastern Region,7
Recoveries,2020-10-31,Bariq,Aseer,1
Recoveries,2020-10-31,Abha,Aseer,2
Recoveries,2020-10-31,Jeddah,Makkah Al Mukarramah,10
Recoveries,2020-10-31,Bishah,Aseer,1
Recoveries,2020-10-31,Ad Duwadimi,Ar Riyad,2
Recoveries,2020-10-31,Yanbuʻ,Al Madinah Al Munawwarah,43
Recoveries,2020-10-31,Al Khurmah,Makkah Al Mukarramah,1
Recoveries,2020-10-31,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,4
Recoveries,2020-10-31,Khaybar,Al Madinah Al Munawwarah,3
Recoveries,2020-10-31,Al Mubarraz,Eastern Region,2
Recoveries,2020-10-31,Billasmar,Aseer,5
Recoveries,2020-11-01,Al Asyah,Al Qaseem,5
Recoveries,2020-11-01,Ahad Rifaydah,Aseer,1
Recoveries,2020-11-01,HaʼIl,Hail,11
Recoveries,2020-11-01,Buraydah,Al Qaseem,15
Recoveries,2020-11-01,Yanbuʻ,Al Madinah Al Munawwarah,28
Recoveries,2020-11-01,Al Jubayl,Eastern Region,4
Recoveries,2020-11-01,Buqayq,Eastern Region,1
Recoveries,2020-11-01,Qiya,Makkah Al Mukarramah,1
Recoveries,2020-11-01,Al Ghazalah,Hail,1
Recoveries,2020-11-01,Al Midhnab,Al Qaseem,2
Recoveries,2020-11-01,Rijal Al Ma,Aseer,1
Recoveries,2020-11-01,Billasmar,Aseer,4
Recoveries,2020-11-02,Mawqaq,Hail,1
Recoveries,2020-11-02,Tabuk,Tabuk,2
Recoveries,2020-11-02,Sikaka,Al Jawf,2
Recoveries,2020-11-02,Abha,Aseer,5
Recoveries,2020-11-02,Jeddah,Makkah Al Mukarramah,19
Recoveries,2020-11-02,Az Zulfi,Ar Riyad,1
Recoveries,2020-11-02,Al HaʼIt,Hail,1
Recoveries,2020-11-02,Al Ghazalah,Hail,1
Recoveries,2020-11-02,Riyad Al Khabraʼ,Al Qaseem,2
Recoveries,2020-11-02,Al ʻUyun,Eastern Region,1
Recoveries,2020-11-02,Samtah,Jazan,1
Recoveries,2020-11-02,Hafar Al Batin,Eastern Region,1
Recoveries,2020-11-02,Al Midhnab,Al Qaseem,5
Recoveries,2020-11-02,Al Bukayriyyah,Al Qaseem,7
Recoveries,2020-11-02,Al Hajrah,Al Bahah,1
Recoveries,2020-11-02,Rijal Al Ma,Aseer,1
Recoveries,2020-11-02,Al Mubarraz,Eastern Region,45
Recoveries,2020-11-03,Mawqaq,Hail,3
Recoveries,2020-11-03,Bariq,Aseer,3
Recoveries,2020-11-03,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,13
Recoveries,2020-11-03,Najran,Najran,4
Recoveries,2020-11-03,Ad Dammam,Eastern Region,18
Recoveries,2020-11-03,Al Mikhwah,Al Bahah,1
