indicator,date,city,region,cases
Recoveries,2020-06-03,As Sulayyil,Ar Riyad,2
Recoveries,2020-06-03,Laylá,Ar Riyad,1
Recoveries,2020-06-03,Ad DirʻIyyah,Ar Riyad,1
Recoveries,2020-06-03,Al Jafr,Eastern Region,1
Recoveries,2020-06-04,Buraydah,Al Qaseem,2
Recoveries,2020-06-04,Ad Dammam,Eastern Region,5
Recoveries,2020-06-04,Al Hufuf,Eastern Region,1
Recoveries,2020-06-04,Turayf,Northern Borders,1
Recoveries,2020-06-05,Khulays,Makkah Al Mukarramah,6
Recoveries,2020-06-05,Buraydah,Al Qaseem,99
Recoveries,2020-06-05,Al Bahah,Al Bahah,1
Recoveries,2020-06-05,Al Khubar,Eastern Region,43
Recoveries,2020-06-05,Al Hufuf,Eastern Region,92
Recoveries,2020-06-05,ʻUnayzah,Al Qaseem,1
Recoveries,2020-06-05,Al Qatif,Eastern Region,21
Recoveries,2020-06-05,Al Khafji,Eastern Region,3
Recoveries,2020-06-06,HaʼIl,Hail,5
Recoveries,2020-06-06,Buraydah,Al Qaseem,71
Recoveries,2020-06-06,Makkah Al Mukarramah,Makkah Al Mukarramah,147
Recoveries,2020-06-06,Al Hufuf,Eastern Region,67
Recoveries,2020-06-06,Jeddah,Makkah Al Mukarramah,270
Recoveries,2020-06-06,Ar Riyad,Ar Riyad,237
Recoveries,2020-06-06,Mahayil,Aseer,1
Recoveries,2020-06-06,Hawtat Bani Tamim,Ar Riyad,1
Recoveries,2020-06-07,ʻArʻAr,Northern Borders,3
Recoveries,2020-06-07,Buraydah,Al Qaseem,74
Recoveries,2020-06-07,Makkah Al Mukarramah,Makkah Al Mukarramah,206
Recoveries,2020-06-07,Abha,Aseer,3
Recoveries,2020-06-07,Bishah,Aseer,2
Recoveries,2020-06-07,Mulayjah,Eastern Region,1
Recoveries,2020-06-07,Al Qatif,Eastern Region,65
Recoveries,2020-06-07,Duruma,Ar Riyad,1
Recoveries,2020-06-07,Sabya,Jazan,2
Recoveries,2020-06-07,An NuʻAyriyyah,Eastern Region,6
Recoveries,2020-06-08,ʻArʻAr,Northern Borders,2
Recoveries,2020-06-08,Al Jubayl,Eastern Region,99
Recoveries,2020-06-08,Ad͟H D͟Hahran,Eastern Region,26
Recoveries,2020-06-08,Duruma,Ar Riyad,1
Recoveries,2020-06-08,D͟Halm,Makkah Al Mukarramah,2
Recoveries,2020-06-08,Al Sehen,Makkah Al Mukarramah,1
Recoveries,2020-06-09,Khulays,Makkah Al Mukarramah,13
Recoveries,2020-06-09,Al ʻAridah,Jazan,1
Recoveries,2020-06-09,HaʼIl,Hail,2
Recoveries,2020-06-09,Al Bahah,Al Bahah,1
Recoveries,2020-06-09,Najran,Najran,21
Recoveries,2020-06-09,Al Hufuf,Eastern Region,74
Recoveries,2020-06-09,Bishah,Aseer,6
Recoveries,2020-06-09,Rabigh,Makkah Al Mukarramah,3
Recoveries,2020-06-09,Al Jubayl,Eastern Region,71
Recoveries,2020-06-09,Mahayil,Aseer,3
Recoveries,2020-06-09,Riyad Al Khabraʼ,Al Qaseem,1
